area,rooms,bathroom,parking_spaces,floor,rent_amount,property_tax,total,acept,not acept,furnished,not furnished
56,2,1,1,3,1500,90,2470,1,0,0,1
330,1,3,8,1,3147,0,3195,1,0,0,1
21,1,1,0,2,2800,0,2837,1,0,0,1
300,5,5,4,1,6500,525,7123,1,0,1,0
373,4,4,4,1,6800,100,7371,1,0,1,0
53,2,1,1,7,1200,60,1876,0,1,0,1
156,3,3,3,20,4900,917,7480,1,0,0,1
80,2,1,0,2,1250,0,1449,0,1,1,0
74,2,2,2,8,3300,270,4482,0,1,0,1
103,3,2,1,1,4200,250,4514,1,0,0,1
458,8,10,4,1,7000,419,7534,1,0,0,1
98,2,1,0,1,1500,58,1583,0,1,0,1
40,1,1,0,1,1000,6,1023,1,0,0,1
65,1,1,0,3,1300,63,1565,0,1,0,1
70,1,1,0,4,1300,17,1764,0,1,0,1
55,1,1,1,14,3200,30,3737,0,1,1,0
129,3,4,3,6,2500,434,4616,1,0,1,0
46,1,1,1,1,750,15,1046,1,0,1,0
225,4,4,2,1,4445,352,5676,1,0,0,1
215,3,1,1,18,4000,240,5391,1,0,0,1
100,3,3,2,1,2000,0,2151,0,1,0,1
68,1,1,1,10,1000,48,1661,0,1,1,0
82,3,1,1,8,1500,107,2336,0,1,0,1
90,2,3,0,2,2150,60,2858,1,0,0,1
250,5,2,6,1,9000,1417,10550,1,0,0,1
392,4,4,4,1,10000,1250,11400,1,0,0,1
134,3,4,2,3,7000,466,9457,1,0,1,0
53,2,1,1,1,510,16,843,1,0,0,1
165,2,2,0,2,2500,11,2544,1,0,1,0
59,2,1,1,3,1400,417,2105,0,1,0,1
55,1,1,1,3,900,50,1304,1,0,0,1
80,2,2,1,12,1809,226,2624,0,1,0,1
71,2,1,1,2,3140,190,4321,1,0,0,1
200,3,3,2,1,5980,175,6263,1,0,0,1
47,1,1,0,1,1200,26,1732,1,0,0,1
78,1,1,2,8,6000,317,8374,0,1,1,0
70,2,1,0,9,1750,0,1776,1,0,0,1
44,1,1,1,11,3500,225,4292,1,0,0,1
56,2,1,1,7,1500,40,1940,1,0,0,1
70,3,2,2,10,1560,80,2021,0,1,0,1
150,3,3,2,12,4000,142,5843,1,0,0,1
60,1,1,0,4,2000,192,3618,0,1,1,0
200,3,4,4,10,5500,1021,9495,1,0,0,1
250,4,5,4,5,10000,0,13130,0,1,0,1
250,4,5,3,1,5000,565,5641,1,0,0,1
40,1,1,1,10,1180,20,1428,1,0,1,0
117,4,5,4,10,3175,711,5450,0,1,0,1
104,3,1,0,3,650,69,1328,0,1,0,1
120,3,1,0,3,4500,234,5592,0,1,0,1
125,3,2,0,7,2968,274,4582,1,0,0,1
33,2,1,0,6,1900,0,2225,1,0,0,1
99,3,2,1,10,3500,192,4818,1,0,0,1
63,1,1,0,12,2600,0,3503,1,0,0,1
43,2,1,0,12,2000,63,2675,1,0,0,1
61,2,2,2,2,3160,270,4494,0,1,1,0
76,2,2,1,8,3700,167,5115,1,0,1,0
52,2,1,1,1,950,84,1398,1,0,0,1
39,1,1,0,3,1700,0,2072,1,0,1,0
126,3,1,1,4,2200,125,3495,1,0,0,1
305,2,3,0,10,5000,667,9231,1,0,0,1
80,2,2,0,3,2700,0,3666,0,1,0,1
85,2,1,1,4,1700,100,2272,1,0,0,1
74,3,2,2,13,2300,58,2794,1,0,1,0
130,3,2,1,3,2300,172,3805,0,1,0,1
113,3,2,1,6,3000,50,4089,1,0,0,1
108,2,1,3,1,5000,260,5336,1,0,0,1
270,4,4,4,1,10800,800,11760,1,0,0,1
111,3,4,3,1,2700,704,5939,1,0,0,1
142,3,2,1,1,2868,247,4884,1,0,1,0
48,1,1,1,5,1100,16,1373,1,0,1,0
76,3,2,2,10,2500,37,2934,1,0,0,1
42,1,1,0,13,2260,147,3196,0,1,0,1
500,4,5,4,1,12750,2087,15030,0,1,1,0
375,4,4,4,22,4700,3025,12700,0,1,0,1
690,4,5,2,21,9500,1301,15720,0,1,0,1
172,4,4,3,1,7500,792,10190,1,0,0,1
15,1,1,0,1,700,0,710,1,0,0,1
130,3,2,2,5,6500,415,9249,1,0,0,1
90,3,2,2,2,1700,225,3267,1,0,0,1
68,3,2,2,9,2700,76,3361,1,0,1,0
260,4,4,4,1,14000,1834,16050,1,0,0,1
87,2,3,2,1,3560,492,5298,1,0,1,0
80,2,1,0,1,1500,0,1523,0,1,0,1
20,1,1,0,6,1800,130,2555,1,0,1,0
140,2,1,2,1,5000,584,5660,1,0,0,1
45,2,1,1,1,1300,64,1557,1,0,0,1
230,3,4,4,5,10000,715,12640,1,0,1,0
125,3,3,2,4,3000,650,5239,1,0,0,1
80,2,1,0,3,1360,9,2187,0,1,1,0
22,1,1,1,8,4500,150,5295,1,0,1,0
280,4,3,3,1,2167,169,2369,1,0,0,1
126,3,4,3,6,3200,579,6320,1,0,0,1
64,3,2,1,1,1620,0,2244,1,0,1,0
70,2,1,1,3,3800,125,4924,1,0,0,1
65,2,1,0,1,1200,34,1253,1,0,0,1
98,3,1,0,1,1050,84,1550,1,0,0,1
136,3,3,2,6,2700,234,3200,1,0,0,1
80,2,2,2,1,2465,0,2503,1,0,0,1
54,2,1,1,8,1000,50,1365,1,0,1,0
55,1,1,1,2,1000,50,1365,1,0,0,1
190,3,2,1,4,5100,417,7383,1,0,0,1
130,3,2,2,8,6500,338,8231,1,0,0,1
54,2,1,1,1,1932,73,2683,1,0,0,1
200,3,4,4,2,12000,1167,16620,0,1,1,0
150,3,3,2,3,3600,499,6245,0,1,0,1
205,3,4,4,13,6000,650,8427,1,0,0,1
310,3,3,2,1,10400,0,10560,0,1,0,1
250,3,4,4,1,4500,334,4902,1,0,0,1
60,2,1,1,1,1100,0,1114,1,0,0,1
66,2,2,1,5,2980,0,3768,1,0,1,0
176,3,4,3,20,9500,584,12210,0,1,0,1
48,1,1,0,4,1300,34,1603,1,0,1,0
90,2,1,0,3,3490,234,4709,1,0,0,1
67,2,2,1,9,1700,0,2025,1,0,0,1
55,2,1,1,8,900,0,1072,0,1,0,1
50,2,2,1,14,1550,100,2190,1,0,0,1
140,3,1,1,3,4090,0,5343,1,0,0,1
18,1,1,0,14,880,101,1533,0,1,0,1
120,4,3,2,2,3250,0,3294,1,0,0,1
50,1,1,0,1,850,15,1174,0,1,0,1
220,3,4,3,1,4600,126,4796,1,0,1,0
25,1,1,1,4,3070,700,5258,0,1,1,0
230,4,2,1,2,2850,190,3378,1,0,0,1
80,2,1,0,1,2200,0,2234,1,0,0,1
180,3,3,2,7,7000,292,10380,1,0,0,1
62,2,1,0,1,1300,0,1370,1,0,0,1
440,3,2,3,5,10500,84,10840,0,1,0,1
200,3,3,3,3,4790,876,8889,1,0,0,1
180,3,2,3,2,5100,250,5425,1,0,1,0
300,8,3,0,1,5100,250,5441,1,0,0,1
360,6,2,0,1,6000,688,6788,1,0,0,1
55,2,2,0,6,2000,220,2986,1,0,0,1
400,4,6,4,1,15000,1875,17100,1,0,0,1
19,1,1,0,1,1200,41,1257,0,1,0,1
326,4,7,4,1,4200,184,4448,1,0,0,1
240,4,4,3,4,2000,2000,12030,1,0,0,1
35,1,1,0,1,1600,0,1625,1,0,0,1
110,3,1,0,1,1800,131,3055,1,0,0,1
103,2,3,2,17,9000,500,16620,1,0,1,0
273,3,5,4,5,10900,1057,14790,1,0,0,1
250,4,5,2,1,8000,338,8459,1,0,0,1
67,2,2,1,2,1240,55,1727,1,0,1,0
45,1,1,1,3,4850,334,7246,1,0,1,0
19,1,1,0,1,1200,0,1216,0,1,0,1
90,3,2,1,13,2050,230,3607,1,0,0,1
143,3,3,2,20,8400,539,10950,1,0,0,1
75,2,1,1,14,2380,196,3807,0,1,1,0
115,3,2,1,2,2900,317,4455,1,0,0,1
100,3,2,2,3,2300,165,2896,0,1,0,1
63,2,2,1,19,4400,136,4776,1,0,0,1
70,2,2,1,2,2500,230,3863,1,0,0,1
80,3,2,2,1,2500,126,3060,0,1,1,0
215,3,4,2,1,5000,318,5394,1,0,0,1
75,3,2,1,3,2125,67,2769,0,1,0,1
35,1,1,0,1,1305,0,1572,0,1,0,1
400,3,5,4,11,3500,1419,8794,1,0,0,1
109,4,2,3,1,1950,63,2322,1,0,0,1
75,2,2,1,3,1800,84,2592,1,0,0,1
23,1,1,0,25,2150,0,2577,1,0,0,1
172,4,3,2,5,8300,180,9636,1,0,1,0
73,2,2,1,16,2160,105,2843,1,0,0,1
25,1,1,0,12,750,22,1023,0,1,0,1
56,2,1,1,2,1050,24,1508,1,0,0,1
96,2,1,2,3,1648,80,2629,1,0,0,1
240,3,2,3,1,5900,500,6489,1,0,0,1
57,2,1,1,24,3500,135,4220,1,0,1,0
130,3,2,1,9,8700,650,11460,1,0,1,0
35,1,1,1,10,2800,205,4441,0,1,1,0
115,3,2,1,8,2300,195,3351,1,0,0,1
45,2,1,0,2,1040,42,1172,1,0,0,1
40,1,1,0,2,2390,114,2985,0,1,0,1
95,3,1,1,1,3500,230,5210,1,0,1,0
60,2,2,1,11,6000,200,7957,1,0,1,0
160,4,2,2,16,2800,207,4491,1,0,0,1
315,3,4,3,15,5000,340,7119,1,0,1,0
365,4,4,3,8,8800,459,12880,1,0,1,0
45,2,1,1,4,1100,0,1398,1,0,0,1
108,2,1,0,1,2125,47,2650,1,0,0,1
76,3,2,2,3,2200,120,2798,0,1,0,1
140,4,3,2,9,4000,284,6058,1,0,0,1
30,1,1,0,3,750,57,817,0,1,0,1
50,2,2,1,2,1400,63,1743,0,1,0,1
16,1,1,0,1,850,9,870,0,1,0,1
110,2,1,0,1,2100,92,2483,1,0,0,1
270,4,4,4,1,10800,800,11760,1,0,0,1
125,3,1,0,4,2700,142,3527,1,0,0,1
46,2,1,1,3,970,42,1275,1,0,0,1
55,2,2,1,21,2000,9,2515,1,0,0,1
82,3,2,2,8,1500,59,2482,1,0,0,1
42,1,1,0,9,1800,56,2562,1,0,1,0
285,3,2,0,6,6000,492,7572,1,0,0,1
76,2,2,1,6,1350,5,1873,0,1,0,1
338,4,2,2,1,4300,190,4556,1,0,0,1
300,6,8,3,1,10900,1917,12980,1,0,0,1
30,1,1,1,10,4600,0,6359,0,1,1,0
320,5,5,3,1,8000,267,8708,1,0,1,0
80,2,1,0,1,1900,50,2149,1,0,0,1
43,1,1,0,6,1080,57,1501,0,1,0,1
102,2,2,2,1,3400,248,3700,1,0,0,1
47,2,1,1,1,1000,0,1363,1,0,0,1
120,4,2,1,5,12000,367,14410,1,0,1,0
178,3,3,3,10,7500,542,9982,1,0,0,1
27,1,1,0,1,1480,0,1499,0,1,0,1
174,4,2,1,1,2400,500,4613,1,0,0,1
40,1,1,1,5,1780,0,2153,1,0,0,1
64,1,2,1,3,2600,0,3433,1,0,0,1
252,3,4,1,1,2500,165,2949,1,0,0,1
85,2,1,0,1,870,56,1339,1,0,0,1
101,3,2,2,7,3200,319,4657,1,0,1,0
44,1,2,0,3,1350,100,1610,1,0,0,1
200,3,2,1,5,2380,161,4190,1,0,0,1
55,2,2,1,2,1000,67,1283,1,0,0,1
200,4,3,3,14,6400,0,8882,0,1,0,1
240,3,3,3,3,3800,952,8933,1,0,0,1
90,3,2,1,6,3170,225,4706,1,0,0,1
31,1,1,0,22,1330,0,1677,1,0,0,1
240,4,3,4,3,7200,161,10130,1,0,0,1
118,4,3,3,4,2500,326,3780,1,0,0,1
350,4,5,2,1,15000,667,15890,1,0,1,0
65,3,2,1,5,2090,21,2664,1,0,0,1
145,3,2,1,3,5800,500,8775,1,0,0,1
93,3,2,2,18,3400,209,4653,1,0,0,1
98,1,2,2,4,8400,580,10840,0,1,1,0
174,3,1,2,1,3600,284,3939,1,0,0,1
160,4,4,3,6,4700,750,7156,1,0,1,0
200,4,5,3,3,3700,600,5997,1,0,1,0
80,2,2,2,1,1850,173,2101,1,0,0,1
50,2,1,1,3,1490,0,2029,1,0,0,1
115,3,3,3,4,3100,272,4069,1,0,0,1
20,1,1,0,1,1800,130,2555,1,0,1,0
12732,3,2,0,3,1600,96,2417,1,0,0,1
38,1,1,0,1,3000,38,3407,1,0,1,0
42,1,1,1,2,1200,65,1543,1,0,0,1
380,2,4,0,21,6800,2863,13240,1,0,1,0
70,2,1,1,6,1500,63,2083,1,0,0,1
37,1,1,1,1,1196,0,2912,0,1,1,0
31,1,1,0,5,1350,67,1835,1,0,0,1
156,2,4,2,11,10000,520,13340,1,0,0,1
100,3,3,2,3,4350,350,5856,0,1,0,1
50,2,1,1,2,750,0,986,1,0,0,1
116,2,2,2,8,8000,250,9567,0,1,1,0
25,1,1,0,1,1200,25,1264,1,0,0,1
260,4,5,0,21,13000,138,15230,0,1,0,1
102,2,1,0,3,1600,103,2134,1,0,0,1
160,2,3,2,12,4210,225,5989,1,0,1,0
95,3,2,2,3,2200,173,3285,0,1,0,1
189,4,4,4,12,12000,817,15300,1,0,0,1
22,1,1,1,14,1900,84,2459,0,1,0,1
400,4,3,3,1,7000,900,8006,1,0,0,1
280,4,4,5,10,6500,384,7821,1,0,0,1
45,1,1,0,2,950,42,1346,1,0,0,1
50,2,1,1,5,1260,100,2026,1,0,0,1
61,3,2,0,1,1500,96,2016,1,0,0,1
100,2,2,1,4,1600,0,2481,1,0,0,1
78,2,2,1,2,2750,0,3345,1,0,0,1
140,3,2,1,6,5000,334,7299,1,0,0,1
220,3,4,2,7,3900,750,6700,1,0,0,1
105,3,2,2,4,1500,135,2005,0,1,0,1
550,3,3,5,1,7500,350,7973,1,0,0,1
250,4,6,4,12,14500,875,18560,0,1,0,1
30,1,1,0,7,1550,58,2328,1,0,0,1
90,2,3,2,15,2100,196,3378,1,0,0,1
110,2,3,2,6,2310,409,4249,1,0,0,1
65,2,2,2,6,2000,0,2743,1,0,0,1
160,1,4,2,2,3500,10,4555,0,1,0,1
34,1,1,1,4,3800,109,4508,1,0,0,1
65,2,1,1,1,950,38,1502,1,0,0,1
355,4,5,5,21,15000,2977,23870,0,1,1,0
100,2,1,0,13,1200,1680,3646,1,0,0,1
320,3,3,2,9,8500,340,10950,1,0,1,0
42,1,1,0,4,1900,84,2489,1,0,1,0
79,2,2,1,2,2800,4,3518,1,0,1,0
130,2,2,2,3,3000,284,5073,1,0,0,1
84,2,2,0,1,6000,250,7177,1,0,1,0
300,3,3,4,1,3800,450,4309,1,0,0,1
74,2,1,1,2,1700,0,2372,1,0,0,1
450,4,4,3,1,11500,875,12550,1,0,0,1
27,1,1,0,2,960,75,1150,1,0,0,1
84,3,2,2,7,2800,740,4476,0,1,0,1
93,3,3,0,16,5500,367,7158,0,1,1,0
58,2,2,2,12,2550,0,3038,1,0,0,1
130,3,2,0,1,1400,10,1432,1,0,0,1
35,1,1,1,9,2600,317,4000,0,1,1,0
156,3,2,1,17,5500,267,7337,1,0,0,1
250,4,3,3,1,5000,334,5410,1,0,1,0
109,3,2,2,2,1800,130,2354,1,0,0,1
40,1,2,1,7,807,43,1403,1,0,0,1
75,3,2,1,5,1280,109,1894,1,0,0,1
100,3,3,2,13,6300,491,7851,1,0,0,1
60,2,1,1,5,1210,75,1846,1,0,0,1
110,3,3,2,1,3200,88,3897,1,0,0,1
63,3,1,1,3,1000,65,1279,1,0,0,1
550,3,5,8,1,10000,3825,13980,1,0,0,1
112,3,2,2,12,2670,188,4131,1,0,0,1
115,3,2,1,1,10000,0,10150,0,1,0,1
65,2,1,1,3,1100,84,1765,1,0,0,1
65,3,2,2,2,913,90,1196,1,0,0,1
200,4,2,1,7,4250,400,6893,1,0,0,1
46,2,1,1,8,1800,230,2804,1,0,0,1
320,4,5,4,1,7000,700,7806,1,0,0,1
140,3,2,0,2,3200,300,4887,1,0,0,1
87,3,3,2,5,4000,150,5509,1,0,0,1
78,1,1,1,15,2300,128,3234,0,1,0,1
25,1,1,0,7,2000,130,2446,0,1,0,1
50,2,2,1,6,2800,67,3463,1,0,1,0
40,1,1,0,4,1949,100,2605,0,1,0,1
30,1,1,1,3,500,0,507,1,0,0,1
65,3,1,1,2,1100,0,1290,1,0,1,0
181,3,3,2,1,2400,1300,4029,1,0,0,1
503,5,5,4,1,6000,407,6506,1,0,0,1
50,1,1,0,1,1200,0,1219,0,1,0,1
180,3,3,1,4,6500,117,9001,1,0,1,0
180,3,3,2,1,7200,900,10190,1,0,0,1
75,2,1,0,2,1600,0,1804,1,0,0,1
70,3,2,1,1,950,70,1410,1,0,0,1
40,1,1,0,3,2000,0,2030,0,1,1,0
100,3,2,1,2,1600,50,2121,1,0,1,0
22,1,1,1,25,2200,55,2754,1,0,0,1
50,2,2,1,12,1200,124,1740,0,1,0,1
90,3,1,2,6,4100,300,5702,1,0,0,1
150,3,3,2,1,3400,265,3721,0,1,0,1
20,1,1,0,3,3142,67,3399,0,1,1,0
120,2,1,1,1,3500,100,3653,0,1,0,1
50,2,2,1,5,1450,50,1959,1,0,0,1
93,2,2,1,4,1200,64,1480,1,0,0,1
18,1,1,0,1,1720,0,1742,1,0,0,1
30,1,1,0,16,1490,15,1787,0,1,1,0
80,2,1,1,1,1600,135,2240,1,0,0,1
46,1,1,1,5,1500,46,2018,0,1,0,1
90,2,2,0,4,1000,97,1845,1,0,0,1
75,2,2,0,2,2400,150,3172,1,0,0,1
136,4,3,3,9,3900,434,5626,1,0,0,1
30,1,1,0,1,1100,9,1193,0,1,0,1
58,2,2,1,1,1190,105,2072,1,0,0,1
95,2,2,0,1,1550,82,2273,1,0,1,0
39,1,1,0,3,550,24,873,1,0,0,1
170,4,3,3,6,6000,881,8761,1,0,0,1
59,2,1,1,1,1000,20,1470,1,0,0,1
46,1,1,1,4,2500,158,3562,0,1,0,1
124,3,1,0,8,1200,100,2516,0,1,0,1
160,4,3,2,2,6200,375,8205,1,0,0,1
85,3,1,1,1,1600,62,1959,0,1,0,1
80,2,1,1,4,2499,117,3449,1,0,0,1
50,1,1,1,2,1600,13,2352,0,1,0,1
110,3,3,3,17,4500,355,6163,1,0,1,0
62,2,1,1,2,1050,84,1248,1,0,0,1
500,4,6,6,1,5510,2084,7677,1,0,0,1
230,3,4,2,12,5900,680,9317,1,0,1,0
115,3,3,1,1,1750,172,2431,0,1,0,1
285,4,4,2,1,3000,200,3250,1,0,0,1
89,3,3,2,8,3800,150,4964,0,1,0,1
49,2,1,1,2,985,0,1501,1,0,0,1
500,4,6,4,1,15000,434,15680,0,1,0,1
35,1,1,1,1,3486,124,4099,0,1,1,0
58,2,1,1,1,1350,25,1695,1,0,0,1
300,4,5,2,1,6000,0,6091,1,0,0,1
58,1,1,0,2,700,28,1048,1,0,0,1
800,5,7,6,1,15000,2051,17280,1,0,0,1
60,2,1,1,5,3300,67,4009,1,0,1,0
200,4,4,2,1,5525,167,5776,1,0,0,1
420,4,5,4,1,7225,584,8518,1,0,0,1
165,3,2,0,1,3000,129,3175,1,0,0,1
260,4,3,4,1,4500,480,5054,0,1,0,1
55,2,1,0,1,1600,50,1675,1,0,0,1
55,1,1,0,1,800,0,1396,1,0,0,1
47,2,1,0,1,1600,0,1621,1,0,0,1
38,1,1,0,5,1650,0,2490,1,0,0,1
60,2,1,0,1,1800,72,1900,1,0,0,1
90,3,2,1,3,1800,183,2507,1,0,0,1
70,2,1,2,1,1600,100,1944,1,0,0,1
41,1,1,1,2,3200,355,5679,0,1,1,0
35,1,1,1,1,3486,124,4099,0,1,1,0
70,2,1,1,9,3100,108,3876,1,0,1,0
43,1,1,1,5,900,45,1475,1,0,0,1
80,1,1,0,4,4000,150,4202,1,0,0,1
251,3,3,4,16,12000,1463,16620,0,1,0,1
185,4,5,4,5,7100,1081,11070,1,0,0,1
520,3,4,2,1,9000,1500,10640,1,0,0,1
30,1,1,0,1,1150,50,1265,1,0,0,1
387,3,5,3,7,7000,1334,13020,1,0,0,1
65,2,2,1,2,1820,49,2425,1,0,0,1
155,3,3,2,1,2650,233,2923,1,0,0,1
90,2,1,0,2,1380,21,1422,1,0,0,1
61,2,1,2,4,2200,1,2584,0,1,0,1
60,2,1,0,1,1100,56,1170,1,0,0,1
250,4,4,4,14,3600,0,6246,1,0,0,1
57,2,1,1,3,800,0,1036,0,1,0,1
36,1,1,1,8,2150,85,2586,1,0,0,1
231,3,5,4,4,12000,642,15000,1,0,1,0
67,3,1,1,2,2900,150,3679,1,0,0,1
120,1,2,2,4,4200,750,8104,1,0,0,1
215,3,4,2,9,7000,450,9339,0,1,0,1
100,4,3,1,4,2240,17,3036,1,0,0,1
50,2,1,1,5,1150,9,1604,1,0,1,0
40,1,1,1,11,1200,68,2586,1,0,1,0
20,1,1,0,5,1800,130,2555,1,0,1,0
96,2,2,2,23,4000,273,5124,0,1,1,0
42,1,1,0,1,985,49,1299,1,0,0,1
37,1,1,0,4,1600,67,2026,1,0,0,1
110,2,2,1,1,1453,20,1745,1,0,0,1
25,1,1,0,1,1200,25,1264,1,0,0,1
96,2,2,2,5,1600,400,3221,1,0,0,1
98,3,2,0,1,1580,61,2242,1,0,0,1
70,2,1,0,1,1050,116,1530,0,1,0,1
127,1,2,1,18,6300,440,7672,0,1,0,1
138,3,3,2,11,3000,100,4099,1,0,0,1
79,2,2,1,4,1664,60,2584,1,0,0,1
45,1,1,0,1,1030,0,1046,0,1,0,1
35,1,1,0,1,1100,84,1201,0,1,0,1
180,3,4,3,5,9000,1125,13040,1,0,1,0
220,3,5,3,4,7900,417,10420,0,1,1,0
72,2,2,2,12,2100,56,2687,1,0,0,1
150,3,3,0,10,6000,467,7395,1,0,1,0
40,1,1,1,1,1300,68,1388,1,0,0,1
45,2,1,1,25,1756,0,2176,0,1,0,1
100,3,3,1,3,1400,0,1719,1,0,0,1
140,3,2,2,2,3700,167,5394,1,0,0,1
313,3,3,4,5,4500,150,5366,1,0,1,0
25,1,1,0,5,2600,67,2970,0,1,1,0
300,5,4,5,1,4080,234,4377,1,0,0,1
28,1,1,0,4,500,25,733,1,0,0,1
249,4,4,3,1,6800,0,6903,1,0,0,1
112,4,2,1,2,1880,75,2748,1,0,0,1
50,2,1,1,3,900,33,1215,1,0,0,1
80,2,2,2,6,3000,39,4848,1,0,0,1
117,2,1,0,1,2000,191,2224,1,0,0,1
85,2,2,1,8,2800,100,3441,0,1,1,0
45,1,1,0,7,1275,0,1557,1,0,0,1
76,3,2,2,8,3400,201,4324,1,0,0,1
30,1,1,0,5,505,85,1697,0,1,0,1
20,1,1,1,1,950,75,1039,1,0,1,0
250,2,2,8,1,4500,459,5027,1,0,1,0
60,2,2,1,1,2514,0,3408,1,0,0,1
65,2,2,1,2,1300,142,2141,1,0,0,1
55,1,1,1,1,2230,0,2859,0,1,0,1
150,2,1,2,1,5500,0,5583,1,0,0,1
55,2,1,1,6,1700,111,2283,0,1,0,1
40,1,1,0,1,650,0,660,0,1,0,1
27,1,1,0,2,2400,25,2456,1,0,1,0
99,3,3,1,2,2500,167,3304,0,1,0,1
100,3,2,1,2,4190,181,5725,1,0,0,1
425,3,4,4,7,11000,3084,19940,0,1,1,0
44,2,1,1,12,1340,0,1757,1,0,0,1
76,1,1,1,1,1400,17,1439,0,1,0,1
100,3,2,1,4,6650,200,8135,1,0,0,1
380,4,5,4,1,8500,857,9497,1,0,0,1
292,4,3,3,8,11480,709,15030,1,0,1,0
350,5,3,6,1,5670,1084,6840,1,0,0,1
420,4,5,0,1,6460,1480,8038,1,0,0,1
100,2,1,1,4,5000,0,6765,1,0,0,1
80,2,1,0,2,1150,75,1241,1,0,0,1
61,2,1,1,2,1700,50,1985,1,0,0,1
48,2,1,0,2,700,18,977,1,0,0,1
100,3,2,8,1,2000,82,2113,1,0,0,1
50,2,1,1,1,2895,133,3676,1,0,0,1
141,4,3,1,5,4320,550,6125,0,1,0,1
25,1,1,0,2,620,15,803,0,1,0,1
60,1,1,0,1,800,0,813,1,0,0,1
75,2,1,0,3,880,38,1191,1,0,0,1
45,2,1,1,11,1598,0,1999,1,0,0,1
74,2,2,0,10,2700,50,3340,1,0,0,1
38,1,1,0,1,950,0,1023,0,1,0,1
47,1,1,1,1,2200,0,2633,0,1,1,0
63,2,3,1,1,2114,150,2981,1,0,0,1
33,1,1,0,1,900,90,1222,1,0,0,1
40,1,1,0,11,3400,74,3888,0,1,0,1
180,3,3,2,4,2800,150,3338,1,0,1,0
56,2,2,1,2,1510,131,2203,0,1,0,1
250,4,2,8,1,13040,500,13740,1,0,0,1
400,4,3,3,1,7000,613,7728,0,1,0,1
120,4,3,2,1,3250,0,3294,1,0,0,1
200,4,3,1,1,6800,534,9822,0,1,1,0
200,3,3,2,7,7225,642,12160,1,0,0,1
63,2,2,1,7,2500,0,2782,0,1,0,1
54,1,1,1,8,3850,209,5358,1,0,1,0
80,3,2,3,1,1615,160,2946,1,0,0,1
110,3,1,1,1,3000,30,4069,1,0,0,1
88,2,3,2,11,6835,0,7859,1,0,0,1
90,3,2,1,1,1890,0,1921,0,1,0,1
291,4,3,2,1,5400,434,8503,1,0,0,1
48,2,1,1,1,1400,30,1861,1,0,0,1
70,2,1,2,5,2100,55,2953,1,0,0,1
193,4,4,4,3,9000,917,11730,0,1,0,1
170,4,4,3,12,1440,834,6293,1,0,1,0
30,1,1,0,1,1200,0,1219,0,1,0,1
86,1,2,1,13,6500,375,8758,1,0,1,0
50,1,1,1,4,700,26,1135,1,0,0,1
40,1,1,0,1,1100,0,1410,1,0,0,1
72,2,2,1,7,2500,234,3630,1,0,0,1
47,1,1,0,4,1000,76,1189,0,1,0,1
60,2,1,1,2,1200,55,1821,1,0,0,1
55,1,1,0,7,2410,87,3324,0,1,0,1
462,4,6,0,9,7600,884,9906,1,0,1,0
280,4,4,3,10,6500,458,8045,1,0,0,1
230,6,4,8,1,10000,0,10150,1,0,0,1
100,3,2,3,15,2300,233,3444,1,0,0,1
69,2,1,1,3,1400,98,2249,1,0,0,1
50,2,1,1,7,3400,200,4444,0,1,0,1
71,3,2,2,11,2190,92,2940,1,0,1,0
163,3,4,3,13,3000,822,6761,1,0,1,0
450,4,5,3,11,7500,825,11020,0,1,0,1
29,1,1,0,11,1042,24,1324,0,1,0,1
70,2,2,0,2,2140,125,3243,1,0,0,1
40,1,1,0,1,850,41,1084,0,1,0,1
22,1,1,0,6,800,20,1012,1,0,0,1
299,4,5,4,8,6300,1096,10580,1,0,0,1
73,3,2,2,14,2520,192,3294,1,0,0,1
440,6,7,0,1,5950,2320,8360,1,0,0,1
330,4,5,5,13,3911,2176,11050,1,0,0,1
600,3,4,4,1,3300,186,3545,1,0,0,1
195,3,3,0,8,10000,375,11800,1,0,1,0
62,3,2,1,9,2000,125,2651,1,0,0,1
230,3,6,5,18,11050,1500,14890,1,0,1,0
64,2,1,1,9,1090,25,1529,1,0,0,1
60,2,1,1,3,1400,26,1914,1,0,0,1
76,2,2,2,7,3300,226,4819,0,1,0,1
230,3,3,1,3,5800,589,8043,1,0,0,1
200,2,2,1,1,2300,92,2427,1,0,0,1
25,1,1,0,2,1800,40,1864,0,1,1,0
90,2,1,1,2,3000,50,4089,1,0,0,1
100,3,3,2,2,3000,305,4545,1,0,0,1
382,4,4,4,5,3200,710,6141,1,0,0,1
68,3,1,1,9,1450,0,1899,1,0,0,1
120,4,2,0,1,1800,60,1890,1,0,0,1
85,2,1,1,1,1600,0,2021,1,0,0,1
108,3,2,2,3,3000,350,4212,0,1,0,1
100,3,2,0,3,2900,259,4447,0,1,1,0
42,1,1,0,10,1700,0,2142,1,0,1,0
336,3,4,3,1,12500,500,15180,1,0,0,1
200,4,3,2,1,13000,236,13450,1,0,0,1
50,2,1,0,1,750,59,822,0,1,0,1
30,1,1,0,2,1550,125,1995,1,0,0,1
35,1,1,1,17,1950,84,2409,1,0,0,1
100,2,2,0,1,2956,310,4855,1,0,0,1
112,1,2,2,7,8389,0,8496,1,0,1,0
40,1,1,1,5,2156,123,3073,1,0,1,0
58,2,1,1,1,1900,100,3102,1,0,0,1
